0,0.4819,0.3113,54.795
1,0.6346,0.4368,45.283
2,0.6246,0.5922,5.464
3,0.5826,0.3884,50
4,0.4016,0.3169,26.708
5,0.2129,0.2419,-11.972
6,0.2538,0.1656,53.247
7,0.3088,0.364,-15.169
8,0.8219,0.7123,15.385
9,0.4236,0.2906,45.763
10,0.4021,0.4639,-13.333
11,0.5011,0.3237,54.795
12,0.22,0.3044,-27.737
13,0.4004,0.2677,49.587
14,0.3468,0.2101,65.06
15,0.395,0.2725,44.954
16,0.3348,0.2783,20.313
17,0.5478,0.4826,13.514
18,0.5872,0.4343,35.211
19,0.3424,0.2531,35.294
20,0.3889,0.3667,6.061
21,0.2732,0.2494,9.524
22,0.2872,0.3529,-18.627
23,0.1851,0.2128,-13.008
24,0.6338,0.507,25
25,0.3535,0.2953,19.697
26,0.3463,0.2532,36.735
27,0.4034,0.2738,47.321
28,0.3016,0.2019,49.425
29,0.3111,0.1533,102.899
30,0.7699,0.6485,18.71
31,0.503,0.4172,20.567
32,0.4632,0.3788,22.286
33,0.3235,0.3012,7.377
34,0.7747,0.6443,20.245
35,0.8112,0.7959,1.923
36,0.461,0.2756,67.257
37,0.2543,0.1875,35.632
38,0.7387,0.4808,53.623
39,0.2923,0.2744,6.542
40,0.487,0.4378,11.243
41,0.7729,0.6638,16.447
42,0.5737,0.4103,39.844
43,0.2259,0.2803,-19.403
44,0.2963,0.1654,79.104
45,0.5521,0.5985,-7.742
46,0.4615,0.3179,45.161
47,0.4848,0.3249,49.219
48,0.5444,0.3056,78.182
49,0.26,0.2431,6.957
50,0.3149,0.1471,114.062
51,0.3383,0.2638,28.226
52,0.7081,0.6677,6.047
53,0.3488,0.3244,7.519
54,0.3622,0.2022,79.121
55,0.6194,0.4104,50.909
56,0.887,0.913,-2.857
57,0.3047,0.1843,65.333
58,0.6296,0.5268,19.512
59,0.6455,0.562,14.872
60,0.8478,0.6851,23.737
61,0.2597,0.2234,16.279
62,0.6088,0.3,102.941
63,0.6208,0.557,11.446
64,0.5618,0.5393,4.167
65,0.982,0.8982,9.333
66,1,0.95,5.263
67,0.5157,0.4055,27.184
68,0.7729,0.6715,15.108
69,0.5086,0.4261,19.355
70,0.4534,0.4055,11.801
71,0.3302,0.334,-1.136
72,0.7805,0.7631,2.283
73,0.6962,0.6115,13.836
74,0.9492,0.8477,11.976
75,0.517,0.2642,95.699
76,0.3627,0.3176,14.198
77,0.4834,0.422,14.545
78,0.4694,0.227,106.742
79,0.5159,0.3153,63.636
80,0.3314,0.2118,56.481
81,0.5521,0.3745,47.423
82,0.715,0.63,13.492
83,0.3661,0.2657,37.795
84,0.349,0.2188,59.524
85,0.3835,0.2519,52.239
86,0.2879,0.2165,32.99
87,0.4073,0.2883,41.27
88,0.2894,0.1875,54.321
89,0.171,0.1397,22.368
90,0.3984,0.2294,73.684
91,0.223,0.1678,32.877
92,0.5079,0.4421,14.881
93,0.4937,0.2907,69.828
94,0.3814,0.3472,9.859
95,0.5069,0.3006,68.627
96,0.3547,0.3654,-2.924
97,0.4606,0.2334,97.297
98,0.5091,0.4648,9.551
99,0.3317,0.182,82.192
100,0.9559,0.8971,6.557
101,0.5374,0.4109,30.769
102,0.4005,0.307,30.469
103,0.3417,0.369,-7.407
104,0.3616,0.2054,76.033
105,0.3055,0.1906,60.274
106,0.8396,0.7326,14.599
107,0.2701,0.2835,-4.73
108,0.5357,0.5298,1.124
109,0.4961,0.2982,66.379
110,0.4706,0.3186,47.692
111,0.1836,0.1394,31.746
112,0.4563,0.2052,122.34
113,0.6114,0.4918,24.309
114,0.3427,0.2944,16.438
115,0.427,0.2266,88.462
116,0.4558,0.3047,49.618
117,0.6667,0.3773,76.699
118,0.552,0.5173,6.699
119,0.4574,0.2749,66.372
120,0.463,0.3542,30.719
121,0.3578,0.2386,50
122,0.6141,0.5788,6.111
123,0.3207,0.3101,3.401
124,0.6201,0.6145,0.909
125,0.4293,0.2262,89.773
126,0.3986,0.2547,56.481
127,0.2895,0.2272,27.451
128,0.4315,0.3773,14.384
129,0.7883,0.7387,6.707
130,0.3479,0.2861,21.622
131,0.9545,0.8687,9.884
132,0.598,0.4216,41.86
133,0.3246,0.2723,19.2
134,0.5957,0.4879,22.099
135,0.3628,0.22,64.948
136,0.2311,0.1996,15.789
137,0.6273,0.5227,20
138,0.341,0.2324,46.721
139,0.6141,0.5627,9.143
140,0.4859,0.4422,9.884
141,0.4181,0.3529,18.452
142,0.4722,0.3417,38.211
143,0.4058,0.1794,126.25
144,0.3616,0.1736,108.333
145,0.3274,0.2301,42.308
146,0.4712,0.3205,47.009
147,0.4149,0.2241,85.185
148,0.6201,0.5842,6.135
149,0.411,0.411,0
150,0.4455,0.3559,25.17
151,0.4564,0.2762,65.263
152,0.4004,0.2526,58.537
153,0.3913,0.3106,26
154,0.5449,0.356,53.043
155,0.3783,0.2931,29.032
156,0.509,0.4699,8.333
157,0.4315,0.2332,85
158,0.4681,0.3678,27.273
159,0.4294,0.3559,20.661
160,0.4157,0.2725,52.577
161,0.5687,0.3297,72.5
162,0.268,0.338,-20.71
163,0.5279,0.3377,56.311
164,0.375,0.1713,118.919
165,0.2894,0.1597,81.159
166,0.5544,0.3468,59.854
167,0.5794,0.4485,29.193
168,0.2662,0.2092,27.273
169,0.3405,0.2714,25.439
170,0.3528,0.2202,60.204
171,0.472,0.3575,32.026
172,0.8876,0.8817,0.671
173,0.4352,0.3211,35.542
174,0.4935,0.3203,54.054
175,0.2411,0.3291,-26.752
176,0.3318,0.2079,59.551
177,0.4279,0.4629,-7.547
178,0.4362,0.2222,96.296
179,0.4915,0.4286,14.689
180,0.371,0.3157,17.518
181,0.4617,0.3373,36.879
182,0.5625,0.4115,36.709
183,0.5104,0.3958,28.947
184,0.5702,0.4022,41.781
185,0.393,0.3321,18.333
186,0.4738,0.3692,28.346
187,0.2831,0.1553,82.353
188,0.5209,0.3691,41.135
189,0.4307,0.2482,73.529
190,0.4823,0.4823,0
191,0.4207,0.2544,65.347
192,0.3536,0.2982,18.584
193,0.1558,0.3327,-53.179
194,0.5117,0.4648,10.101
195,0.4589,0.3796,20.896
196,0.4149,0.2134,94.382
197,0.4057,0.3176,27.723
198,0.6103,0.5207,17.219
199,0.3788,0.3115,21.605
200,0.6569,0.6151,6.803
201,0.3264,0.2685,21.552
202,0.3278,0.3208,2.206
203,0.6393,0.5365,19.149
204,0.5684,0.4434,28.191
205,0.8235,0.7216,14.13
206,0.7143,0.5592,27.737
207,0.5436,0.4593,18.354
208,0.4113,0.2979,38.095
209,0.4905,0.5247,-6.522
210,0.2463,0.2,23.171
211,0.5058,0.4591,10.191
212,0.4128,0.4161,-0.806
213,0.3109,0.2588,20.13
214,0.3684,0.4053,-9.091
215,0.1771,0.1512,17.143
216,0.4178,0.3639,14.815
217,0.8374,0.6851,22.222
218,0.6131,0.541,13.333
219,0.4313,0.359,20.134
220,0.4447,0.3239,37.267
221,0.6038,0.5013,20.43
222,0.4261,0.2926,45.631
223,0.2389,0.193,23.81
224,0.5121,0.4663,9.827
225,0.5896,0.4515,30.579
226,0.4355,0.3725,16.923
227,0.4951,0.1893,161.538
228,0.6792,0.43,57.937
229,0.6575,0.5068,29.73
230,0.5283,0.434,21.739
231,0.4858,0.2443,98.837
232,0.3771,0.325,16.026
233,0.5531,0.5123,7.979
234,0.5345,0.4052,31.915
235,0.3032,0.3439,-11.842
236,0.4425,0.2891,53.039
237,0.4849,0.4247,14.194
238,0.2789,0.345,-19.162
239,0.4827,0.1881,156.579
240,0.2523,0.2634,-4.196
241,0.8537,0.7171,19.048
242,0.3164,0.2171,45.745
243,0.6187,0.44,40.606
244,0.3532,0.1835,92.5
245,0.4558,0.3807,19.718
246,0.3287,0.2988,10
247,0.2857,0.2785,2.597
248,0.408,0.2912,40.132
249,0.614,0.4419,38.947
250,0.3092,0.212,45.882
251,1,0.9779,2.26
252,0.3398,0.301,12.903
253,0.2825,0.2757,2.484
254,0.3201,0.328,-2.419
255,0.4204,0.3546,18.563
256,0.4955,0.4597,7.792
257,0.3915,0.2085,87.755
258,0.4275,0.2875,48.673
259,0.4381,0.3266,34.161
260,0.6833,0.5792,17.969
261,0.6943,0.6681,3.922
262,0.6604,0.5019,31.579
263,0.6314,0.5408,16.76
264,0.3424,0.3212,6.604
265,0.3765,0.3855,-2.344
266,0.319,0.3165,0.8
267,0.2844,0.197,44.34
268,0.2793,0.268,4.202
269,0.278,0.2668,4.202
270,0.3263,0.3186,2.41
271,0.8313,0.786,5.759
272,0.4353,0.3214,35.417
273,0.3004,0.3433,-12.5
274,0.7767,0.7633,1.747
275,0.4009,0.2689,49.123
276,0.3263,0.1932,68.908
277,0.3319,0.154,115.493
278,0.3791,0.2602,45.669
279,0.5564,0.3923,41.83
280,0.2602,0.2121,22.689
281,0.3222,0.2806,14.851
282,0.4313,0.3301,30.657
283,0.683,0.4691,45.604
284,0.9392,0.9324,0.725
285,0.4561,0.38,20
286,0.4401,0.2509,75.373
287,0.3639,0.3944,-7.742
288,0.355,0.2663,33.333
289,0.6652,0.5261,26.446
290,0.2851,0.2105,35.417
291,0.4882,0.374,30.526
292,0.342,0.3254,5.109
293,0.515,0.24,114.583
294,0.3497,0.3579,-2.29
295,0.3799,0.3958,-4
296,0.2585,0.2086,23.913
297,0.224,0.286,-21.656
298,0.2092,0.159,31.579
