299,0.6067,0.5618,8
300,0.5202,0.4372,18.974
301,0.2984,0.2077,43.689
302,0.4124,0.2514,64.045
303,0.4224,0.2768,52.586
304,0.2894,0.186,55.556
305,0.5178,0.5296,-2.239
306,0.4507,0.3014,49.533
307,0.3285,0.2902,13.223
308,0.4594,0.4518,1.685
309,0.3317,0.245,35.354
310,0.2778,0.2044,35.87
311,0.3204,0.2119,51.22
312,0.581,0.4667,24.49
313,0.6479,0.5246,23.49
314,0.2652,0.1843,43.902
315,0.4111,0.3279,25.352
316,0.4661,0.2014,131.461
317,0.3795,0.2256,68.182
318,0.5915,0.4613,28.244
319,0.4569,0.2559,78.571
